date,sentiment
2020-03-15,-0.09956025899725285
2020-03-16,-0.7135779833158821
2020-03-17,-0.37126285274270876
2020-03-18,-0.6463736306666289
2020-03-19,0.430589104132698
2020-03-22,0.5153285886218519
2020-03-23,0.3829198204479872
2020-03-24,-0.5965238752871553
2020-03-25,0.05150203659519334
2020-03-26,-0.15358189593757035
2020-03-29,0.2374306007835009
2020-03-30,-0.2916690551101413
2020-03-31,0.2155936361751803
2020-04-01,-0.19674099888351262
2020-04-02,0.6021222303831597
2020-04-05,-0.1363208529374207
2020-04-06,0.08516697073024945
2020-04-07,0.2416693048154872
2020-04-08,0.10521185093471754
2020-04-09,-0.10190380022741065
2020-04-12,-0.302055355873335
2020-04-13,-0.001043341084588454
2020-04-14,0.07788559687252498
2020-04-15,-0.2591915161662282
2020-04-16,0.1003384902151482
2020-04-21,-0.2643900904942434
2020-04-22,-0.05080506017629638
2020-04-23,-0.03206539993774127
2020-04-26,0.25125537432868383
2020-04-27,0.13982596746836712
2020-04-28,0.6467811101468821
2020-04-29,-0.286772532221697
2020-04-30,-0.2566433928655081
2020-05-03,-0.08788109105595754
2020-05-04,-0.4676974395933997
2020-05-05,0.33432420075140395
2020-05-06,-0.12102155700384634
2020-05-07,-0.2556621127786393
2020-05-10,-0.27882583185674564
2020-05-11,0.1648887958868639
2020-05-12,-0.013149993531550497
2020-05-13,-0.7191711116717099
2020-05-14,-0.13843003242438548
2020-05-17,-0.22666718699817973
2020-05-18,0.06318549261065148
2020-05-19,-0.0196053924011049
2020-05-20,-0.11813286522963706
2020-05-21,0.02823042502819048
2020-05-31,0.21638561115019755
2020-06-01,0.12428473460621622
2020-06-02,0.2281029721970153
2020-06-03,-0.3951559660241679
2020-06-04,0.36821054399488357
2020-06-07,0.1541558059784331
2020-06-08,0.165669903396741
2020-06-09,0.17642564692031312
2020-06-10,-0.12550827123762334
2020-06-11,0.055690450010248194
2020-06-14,-0.15720529281693113
2020-06-15,0.020945740254612558
2020-06-16,0.3334358273531417
2020-06-17,-0.1205472702010552
2020-06-18,0.12243340504195468
2020-06-21,-0.10310832962694737
2020-06-22,0.10646102031403903
2020-06-23,-0.36863697847123167
2020-06-24,0.27355094793319634
2020-06-25,0.13848198546228424
2020-06-28,0.22657968527469277
2020-06-29,-0.2629869269683389
2020-06-30,0.0004279224677829034
2020-07-05,-0.32257115630414285
2020-07-06,0.2202415562007387
2020-07-07,0.013136285055059913
2020-07-08,0.07510489204463798
2020-07-09,-0.4603120868841972
2020-07-12,0.029976546408416627
2020-07-13,-0.20383075322105704
2020-07-14,-0.14961020704249656
2020-07-15,0.011479233985359716
2020-07-16,-0.07394822064850302
2020-07-19,0.0975291116080848
