date,sentiment
2020-03-15,-0.14586480405784136
2020-03-16,0.07829163254546856
2020-03-17,0.01210923752989164
2020-03-18,0.13314040094258692
2020-03-19,0.46002655751878546
2020-03-22,0.36836259483524014
2020-03-23,-0.06213512188124244
2020-03-24,-0.0800146430806587
2020-03-25,0.14498329808854052
2020-03-26,0.10240609288767204
2020-03-29,0.13357531185139135
2020-03-30,-0.2211921303823366
2020-03-31,-0.21839549139808934
2020-04-01,-0.2549155778699302
2020-04-02,-0.08602897024422201
2020-04-05,0.23977447659045695
2020-04-06,0.1010576170348855
2020-04-07,0.3007263704792208
2020-04-08,0.5534026813669127
2020-04-09,0.31787530862767926
2020-04-12,-0.570180135644296
2020-04-13,-0.2808260309299514
2020-04-14,-0.6173428683067109
2020-04-15,-0.020543478845018594
2020-04-16,0.10352661510661193
2020-04-21,0.1253903994043934
2020-04-22,0.06515331721725579
2020-04-23,0.11267279523829485
2020-04-26,0.05561193143483059
2020-04-27,0.0750506390710331
2020-04-28,-0.06419327305306717
2020-04-29,0.4010275309092992
2020-04-30,-0.19453084193345146
2020-05-03,-0.5176212872050907
2020-05-04,-0.025854328375638034
2020-05-05,0.18797274495249228
2020-05-06,0.1805583465119876
2020-05-07,-0.22821803032678187
2020-05-10,0.23422952347617707
2020-05-11,-0.027332671654851204
2020-05-12,0.3365525164824865
2020-05-13,-0.21389891078792805
2020-05-14,0.09196879807926012
2020-05-17,-0.21477147850710832
2020-05-18,-0.09782896342371318
2020-05-19,0.1071753473167279
2020-05-20,0.14794109901783856
2020-05-21,-0.17707753278480673
2020-05-31,-0.153309756971895
2020-06-01,0.025888795335543627
2020-06-02,0.12542316960372574
2020-06-03,0.11897987058083886
2020-06-04,0.20119383002300886
2020-06-07,-0.0348383414557068
2020-06-08,0.09266676920392673
2020-06-09,-0.48399907256823094
2020-06-10,0.12634491217459695
2020-06-11,-0.03893268327103561
2020-06-14,-0.07765772418582942
2020-06-15,-0.18720760106665552
2020-06-16,0.19992542141747166
2020-06-17,-0.05830774569495792
2020-06-18,0.12223058488594146
2020-06-21,-0.06052565121864667
2020-06-22,-0.11321971011069122
2020-06-23,-0.377557281222969
2020-06-24,0.3193513375153582
2020-06-25,-0.021458373030365893
2020-06-28,-0.04344864392851371
2020-06-29,-0.2383921118419104
2020-06-30,-0.038111665314259385
2020-07-05,0.21774577117559324
2020-07-06,-0.11198256380342246
2020-07-07,0.3117640749600975
2020-07-08,-0.09752717236091679
2020-07-09,-0.09102859480459578
2020-07-12,-0.2936092566071523
2020-07-13,0.033068261118363834
2020-07-14,-0.0446575842278204
2020-07-15,-0.4124778388781252
2020-07-16,-0.06830805437933885
2020-07-19,-0.08876431926972658
2020-07-20,0.2351403484250987
2020-07-21,0.1375599076579992
2020-07-22,-0.11648974317785522
2020-07-26,-0.46323247518140315
2020-07-27,0.04356763631010376
2020-07-28,0.22729349957753625
2020-07-29,-0.05937193802141323
2020-08-04,-0.3247712354044431
2020-08-05,0.1366575611700872
2020-08-06,0.07901185196891217
2020-08-09,0.021739177756638847
2020-08-10,-0.15469156521629468
2020-08-11,0.019927745656686868
2020-08-12,0.23850858824087084
2020-08-13,0.2143751787177272
2020-08-16,-0.03483108219905036
2020-08-17,0.18467373228689393
2020-08-18,-0.038029781371277535
2020-08-19,0.16734599787531812
2020-08-23,-0.06863322085662221
2020-08-24,-0.026039998584034347
2020-08-25,0.35190260961168707
2020-08-26,0.03391475788265454
2020-08-27,0.12207798177330889
2020-08-30,0.36764992860454726
2020-08-31,0.12277997094008697
2020-09-01,0.10368610436383845
2020-09-02,-0.1441576659772185
2020-09-03,0.05503967287258257
2020-09-06,-0.2822758320595503
2020-09-07,-0.19668305995156923
2020-09-08,-0.30852102656388847
2020-09-09,0.05744585767608512
2020-09-10,-0.2083954621599557
2020-09-13,0.431048650527708
2020-09-14,-0.20103599940388003
2020-09-15,-0.3785911832123242
2020-09-16,0.12990509822711876
2020-09-17,-0.18125305027439415
2020-09-20,0.039403005358596435
2020-09-21,-0.011328599857512327
2020-09-22,-0.2662055144678159
2020-09-23,-0.022034601197813444
2020-09-24,0.10827868402615609
2020-09-27,-0.20664048724760456
2020-09-28,-0.0459038014446463
2020-09-29,-0.2792543741608765
2020-09-30,-0.2075832640134655
2020-10-01,0.0763954566163048
2020-10-04,-0.33802835894941047
2020-10-05,-0.06305708079626485
2020-10-06,-0.23445786590846024
2020-10-07,0.0204672010276388
2020-10-11,-0.12773246286961945
2020-10-12,-0.05528353272368521
2020-10-13,-0.2849417908886776
2020-10-14,-0.30250390944113714
2020-10-15,-0.08213238197376635
2020-10-18,0.15838736891004446
2020-10-19,0.2286425857457503
2020-10-20,-0.1379958912294439
2020-10-21,0.04447145442997055
2020-10-22,0.16142309851125533
2020-10-25,-0.0022995684235015967
2020-10-26,-0.26488912475894766
2020-10-27,-0.011700933938582327
2020-10-28,0.22678660854031985
2020-11-01,0.22928937030541563
2020-11-02,0.10513829901078817
2020-11-03,0.3638615412615682
2020-11-04,0.33968623171774937
2020-11-05,0.36852321089583145
2020-11-08,0.26383040768698013
2020-11-09,0.3227159261362061
2020-11-10,-0.19087743598357182
2020-11-11,-0.05575871103638244
2020-11-12,-0.09310512221423138
2020-11-15,0.030688540043154515
2020-11-16,-0.06616468049494625
2020-11-17,-0.0579481719834979
